ranking,name,score,link
4114,Hi no Tori: Uchuu-hen,7.00,https://myanimelist.net/anime/2998/Hi_no_Tori__Uchuu-hen
4115,Jungle Book Shounen Mowgli,7.00,https://myanimelist.net/anime/2569/Jungle_Book_Shounen_Mowgli
4116,Kamen no Maid Guy,7.00,https://myanimelist.net/anime/3616/Kamen_no_Maid_Guy
4117,Arslan Senki (TV) Gaiden,6.99,https://myanimelist.net/anime/33254/Arslan_Senki_TV_Gaiden
4118,Brave Witches: Petersburg Daisenryaku,6.99,https://myanimelist.net/anime/34644/Brave_Witches__Petersburg_Daisenryaku
4119,Dae Jang Geum: Jang Geum's Dream 2,6.99,https://myanimelist.net/anime/9200/Dae_Jang_Geum__Jang_Geums_Dream_2
4120,Delicious Party♡Precure,6.99,https://myanimelist.net/anime/50281/Delicious_Party♡Precure
4121,Doraemon Movie 04: Nobita no Kaitei Kiganjou,6.99,https://myanimelist.net/anime/2667/Doraemon_Movie_04__Nobita_no_Kaitei_Kiganjou
4122,Eine Kleine,6.99,https://myanimelist.net/anime/30907/Eine_Kleine
4123,Elf wo Karu Mono-tachi,6.99,https://myanimelist.net/anime/1045/Elf_wo_Karu_Mono-tachi
4124,Gantz,6.99,https://myanimelist.net/anime/384/Gantz
4125,Gundam: G no Reconguista Movie III - Uchuu kara no Isan,6.99,https://myanimelist.net/anime/43204/Gundam__G_no_Reconguista_Movie_III_-_Uchuu_kara_no_Isan
4126,Halo Legends,6.99,https://myanimelist.net/anime/6867/Halo_Legends
4127,Hana no Ko Lunlun,6.99,https://myanimelist.net/anime/2230/Hana_no_Ko_Lunlun
4128,Hitsugi no Chaika: Nerawareta Hitsugi/Yomigaeru Iseki,6.99,https://myanimelist.net/anime/24261/Hitsugi_no_Chaika__Nerawareta_Hitsugi_Yomigaeru_Iseki
4129,Kaibutsu Oujo,6.99,https://myanimelist.net/anime/2130/Kaibutsu_Oujo
4130,Kokkoku,6.99,https://myanimelist.net/anime/36548/Kokkoku
4131,Kyoto Animation: Suiei-hen,6.99,https://myanimelist.net/anime/17819/Kyoto_Animation__Suiei-hen
4132,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,6.99,https://myanimelist.net/anime/1414/Lupin_III__Tenshi_no_Tactics_-_Yume_no_Kakera_wa_Koroshi_no_Kaori
4133,Mashin Eiyuuden Wataru,6.99,https://myanimelist.net/anime/3837/Mashin_Eiyuuden_Wataru
4134,Murder Princess,6.99,https://myanimelist.net/anime/1696/Murder_Princess
4135,Nasu: Andalusia no Natsu,6.99,https://myanimelist.net/anime/1209/Nasu__Andalusia_no_Natsu
4136,Project ARMS: The 2nd Chapter,6.99,https://myanimelist.net/anime/1493/Project_ARMS__The_2nd_Chapter
4137,Ranma ½: Totteoki Talk - Best of Memories,6.99,https://myanimelist.net/anime/10822/Ranma_½__Totteoki_Talk_-_Best_of_Memories
4138,Rebellion,6.99,https://myanimelist.net/anime/53094/Rebellion
4139,Senyuu. Specials,6.99,https://myanimelist.net/anime/17391/Senyuu_Specials
4140,Shutsugeki! Machine Robo Rescue,6.99,https://myanimelist.net/anime/3098/Shutsugeki_Machine_Robo_Rescue
4141,Starship Operators,6.99,https://myanimelist.net/anime/342/Starship_Operators
4142,Tight-rope,6.99,https://myanimelist.net/anime/12695/Tight-rope
4143,To LOVE-Ru,6.99,https://myanimelist.net/anime/3455/To_LOVE-Ru
4144,Tottoko Hamtarou,6.99,https://myanimelist.net/anime/508/Tottoko_Hamtarou
4145,Watashi to Watashi: Futari no Lotte,6.99,https://myanimelist.net/anime/3691/Watashi_to_Watashi__Futari_no_Lotte
4146,Wonderful Days,6.99,https://myanimelist.net/anime/548/Wonderful_Days
4147,Yao Shen Ji 6th Season,6.99,https://myanimelist.net/anime/54285/Yao_Shen_Ji_6th_Season
4148,Tsurupika Hagemaru-kun,6.98,https://myanimelist.net/anime/5830/Tsurupika_Hagemaru-kun
4149,Watashi ga Motete Dousunda,6.98,https://myanimelist.net/anime/32899/Watashi_ga_Motete_Dousunda
4150,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e PV,6.98,https://myanimelist.net/anime/30813/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_PV
4151,Yuan Long 2nd Season,6.98,https://myanimelist.net/anime/44071/Yuan_Long_2nd_Season
4152,Yume Senshi Wingman,6.98,https://myanimelist.net/anime/3021/Yume_Senshi_Wingman
4153,Ashura-chan,6.98,https://myanimelist.net/anime/52989/Ashura-chan
4154,BanG Dream!,6.98,https://myanimelist.net/anime/33573/BanG_Dream
4155,Beyblade Burst God,6.98,https://myanimelist.net/anime/34901/Beyblade_Burst_God
4156,Classroom☆Crisis,6.98,https://myanimelist.net/anime/30383/Classroom☆Crisis
4157,Danball Senki,6.98,https://myanimelist.net/anime/7081/Danball_Senki
4158,Detective Conan: Happy New Year Special,6.98,https://myanimelist.net/anime/29437/Detective_Conan__Happy_New_Year_Special
4159,Doraemon Movie 16: Nobita no Sousei Nikki,6.98,https://myanimelist.net/anime/2674/Doraemon_Movie_16__Nobita_no_Sousei_Nikki
4160,Feng Ling Yu Xiu,6.98,https://myanimelist.net/anime/36184/Feng_Ling_Yu_Xiu
4161,Futari wa Precure: Max Heart,6.98,https://myanimelist.net/anime/1929/Futari_wa_Precure__Max_Heart
4162,Fw:Hamatora,6.98,https://myanimelist.net/anime/30290/Fw_Hamatora
4163,Gatchaman Crowds: Insight - Inbound,6.98,https://myanimelist.net/anime/30925/Gatchaman_Crowds__Insight_-_Inbound
4164,Go! Saitama,6.98,https://myanimelist.net/anime/49895/Go_Saitama
4165,Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,6.98,https://myanimelist.net/anime/19619/Jewelpet_Twinkle☆__Hohoemi_no_Niji_ni_Dokki☆Doki
4166,Kami-tachi ni Hirowareta Otoko,6.98,https://myanimelist.net/anime/41312/Kami-tachi_ni_Hirowareta_Otoko
4167,Kidou Senshi Z Gundam II: Koibito-tachi,6.98,https://myanimelist.net/anime/1968/Kidou_Senshi_Z_Gundam_II__Koibito-tachi
4168,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,6.98,https://myanimelist.net/anime/15819/Kindaichi_Shounen_no_Jikenbo__Kuromajutsu_Satsujin_Jiken-hen
4169,Kud Wafter,6.98,https://myanimelist.net/anime/35960/Kud_Wafter
4170,Kuruneko 2nd Season,6.98,https://myanimelist.net/anime/9013/Kuruneko_2nd_Season
4171,Kyoushoku Soukou Guyver II,6.98,https://myanimelist.net/anime/1336/Kyoushoku_Soukou_Guyver_II
4172,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya,6.98,https://myanimelist.net/anime/41530/Magia_Record__Mahou_Shoujo_Madoka☆Magica_Gaiden_2nd_Season_-_Kakusei_Zenya
4173,Nana Recaps,6.98,https://myanimelist.net/anime/1869/Nana_Recaps
4174,Nanatsu no Taizai: Seisen no Shirushi,6.98,https://myanimelist.net/anime/31722/Nanatsu_no_Taizai__Seisen_no_Shirushi
4175,Ni Tian Zhizun,6.98,https://myanimelist.net/anime/49448/Ni_Tian_Zhizun
4176,Ohoshi-sama no Rail,6.98,https://myanimelist.net/anime/1329/Ohoshi-sama_no_Rail
4177,Overman King Gainer,6.98,https://myanimelist.net/anime/1792/Overman_King_Gainer
4178,Paulette no Isu,6.98,https://myanimelist.net/anime/23285/Paulette_no_Isu
4179,Pokemon 3D Adventure: Mew wo Sagase!,6.98,https://myanimelist.net/anime/11019/Pokemon_3D_Adventure__Mew_wo_Sagase
4180,Princess Princess,6.98,https://myanimelist.net/anime/907/Princess_Princess
4181,Red Shoes,6.98,https://myanimelist.net/anime/48305/Red_Shoes
4182,Renkin San-kyuu Magical? Pokaan,6.98,https://myanimelist.net/anime/941/Renkin_San-kyuu_Magical_Pokaan
4183,Sakura Nagashi,6.98,https://myanimelist.net/anime/34085/Sakura_Nagashi
4184,Sangenshoku,6.98,https://myanimelist.net/anime/49420/Sangenshoku
4185,SF Saiyuuki Starzinger,6.98,https://myanimelist.net/anime/1236/SF_Saiyuuki_Starzinger
4186,Sirius,6.98,https://myanimelist.net/anime/37569/Sirius
4187,Strike the Blood II,6.98,https://myanimelist.net/anime/33286/Strike_the_Blood_II
4188,Strike the Blood IV,6.98,https://myanimelist.net/anime/40485/Strike_the_Blood_IV
4189,"Kono Danshi, Mahou ga Oshigoto desu.",6.97,https://myanimelist.net/anime/31815/Kono_Danshi_Mahou_ga_Oshigoto_desu
4190,Kuutei Dragons,6.97,https://myanimelist.net/anime/39531/Kuutei_Dragons
4191,Ling Long: Incarnation Final Chapter,6.97,https://myanimelist.net/anime/44090/Ling_Long__Incarnation_Final_Chapter
4192,Metal Fight Beyblade 4D,6.97,https://myanimelist.net/anime/10370/Metal_Fight_Beyblade_4D
4193,Monster Musume no Iru Nichijou,6.97,https://myanimelist.net/anime/30307/Monster_Musume_no_Iru_Nichijou
4194,Nijiiro Hotaru: Eien no Natsuyasumi,6.97,https://myanimelist.net/anime/6219/Nijiiro_Hotaru__Eien_no_Natsuyasumi
4195,Obey Me! Season 2,6.97,https://myanimelist.net/anime/52045/Obey_Me_Season_2
4196,One Punch Man 2nd Season Commemorative Special,6.97,https://myanimelist.net/anime/39652/One_Punch_Man_2nd_Season_Commemorative_Special
4197,Ore no Imouto ga Konnani Kawaii Wake ga Nai,6.97,https://myanimelist.net/anime/8769/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai
4198,"Ore, Tsushima",6.97,https://myanimelist.net/anime/48252/Ore_Tsushima
4199,Pokonyan!,6.97,https://myanimelist.net/anime/6779/Pokonyan
4200,Shin Koihime†Musou: Otome Tairan,6.97,https://myanimelist.net/anime/8057/Shin_Koihime†Musou__Otome_Tairan
4201,Toriko: Jump Super Anime Tour 2009 Special,6.97,https://myanimelist.net/anime/6941/Toriko__Jump_Super_Anime_Tour_2009_Special
4202,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",6.97,https://myanimelist.net/anime/20449/Watashi_ga_Motenai_no_wa_Dou_Kangaetemo_Omaera_ga_Warui__Motenaishi_Nazomeite_Miru
4203,Xue Ying Ling Zhu 3rd Season,6.97,https://myanimelist.net/anime/49569/Xue_Ying_Ling_Zhu_3rd_Season
4204,Zi Chuan,6.97,https://myanimelist.net/anime/44389/Zi_Chuan
4205,Ai Shoujo Pollyanna Story,6.97,https://myanimelist.net/anime/2554/Ai_Shoujo_Pollyanna_Story
4206,Air Master,6.97,https://myanimelist.net/anime/230/Air_Master
4207,Baja no Studio,6.97,https://myanimelist.net/anime/35965/Baja_no_Studio
4208,Bakuman. 3rd Season Specials,6.97,https://myanimelist.net/anime/23361/Bakuman_3rd_Season_Specials
4209,Biohazard: Degeneration,6.97,https://myanimelist.net/anime/3446/Biohazard__Degeneration
4210,Biohazard: Vendetta,6.97,https://myanimelist.net/anime/31853/Biohazard__Vendetta
4211,Black Jack (TV): Hizouban Specials,6.97,https://myanimelist.net/anime/4071/Black_Jack_TV__Hizouban_Specials
4212,Bleach: The Sealed Sword Frenzy,6.97,https://myanimelist.net/anime/834/Bleach__The_Sealed_Sword_Frenzy
4213,Chobits: Chibits,6.97,https://myanimelist.net/anime/596/Chobits__Chibits
4214,Dr. Slump,6.97,https://myanimelist.net/anime/3312/Dr_Slump
4215,Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,6.97,https://myanimelist.net/anime/26057/Fate_kaleid_liner_Prisma☆Illya_2wei__Mahou_Shoujo_in_Onsen_Ryokou
4216,Fukumenkei Noise,6.97,https://myanimelist.net/anime/33203/Fukumenkei_Noise
4217,Full Metal Panic! Movie 2: One Night Stand,6.97,https://myanimelist.net/anime/36343/Full_Metal_Panic_Movie_2__One_Night_Stand
4218,Full Metal Panic! Movie 3: Into the Blue,6.97,https://myanimelist.net/anime/36344/Full_Metal_Panic_Movie_3__Into_the_Blue
4219,Gunslinger Girl: Il Teatrino OVA,6.97,https://myanimelist.net/anime/4765/Gunslinger_Girl__Il_Teatrino_OVA
4220,Inazuma Eleven Go,6.97,https://myanimelist.net/anime/10507/Inazuma_Eleven_Go
4221,Inazuma Eleven: Reloaded - Soccer no Henkaku,6.97,https://myanimelist.net/anime/37814/Inazuma_Eleven__Reloaded_-_Soccer_no_Henkaku
4222,Jinzou Ningen Kikaider The Animation,6.97,https://myanimelist.net/anime/598/Jinzou_Ningen_Kikaider_The_Animation
4223,Junk Head,6.97,https://myanimelist.net/anime/39833/Junk_Head
4224,Kachou Ouji,6.97,https://myanimelist.net/anime/1025/Kachou_Ouji
4225,Kaisou Ressha,6.97,https://myanimelist.net/anime/51077/Kaisou_Ressha
4226,Kiddy Grade: Ignition,6.97,https://myanimelist.net/anime/2176/Kiddy_Grade__Ignition
4227,Kimi no Koe wo Todoketai,6.97,https://myanimelist.net/anime/33218/Kimi_no_Koe_wo_Todoketai
4228,Kinnikuman II Sei: Ultimate Muscle 2,6.97,https://myanimelist.net/anime/5968/Kinnikuman_II_Sei__Ultimate_Muscle_2
4229,A-Channel: +A-Channel,6.96,https://myanimelist.net/anime/10737/A-Channel___A-Channel
4230,Anne Happy♪,6.96,https://myanimelist.net/anime/31080/Anne_Happy♪
4231,Battle Spirits: Shounen Gekiha Dan,6.96,https://myanimelist.net/anime/6901/Battle_Spirits__Shounen_Gekiha_Dan
4232,Cang Lan Jue,6.96,https://myanimelist.net/anime/51280/Cang_Lan_Jue
4233,D4DJ Petit Mix,6.96,https://myanimelist.net/anime/45782/D4DJ_Petit_Mix
4234,Danganronpa 3: Monokuma Gekijou,6.96,https://myanimelist.net/anime/37103/Danganronpa_3__Monokuma_Gekijou
4235,Digimon Tamers: Boukensha-tachi no Tatakai,6.96,https://myanimelist.net/anime/3032/Digimon_Tamers__Boukensha-tachi_no_Tatakai
4236,Full Metal Panic! Movie 1: Boy Meets Girl,6.96,https://myanimelist.net/anime/36342/Full_Metal_Panic_Movie_1__Boy_Meets_Girl
4237,I Wanna,6.96,https://myanimelist.net/anime/51084/I_Wanna
4238,Idol Densetsu Eriko,6.96,https://myanimelist.net/anime/2938/Idol_Densetsu_Eriko
4239,Kaibutsu Oujo: Konsui Oujo,6.96,https://myanimelist.net/anime/4082/Kaibutsu_Oujo__Konsui_Oujo
4240,Kakkou no Iinazuke,6.96,https://myanimelist.net/anime/48675/Kakkou_no_Iinazuke
4241,Keppeki Danshi! Aoyama-kun,6.96,https://myanimelist.net/anime/34825/Keppeki_Danshi_Aoyama-kun
4242,Kill Me Baby: Butsuzou Kegatte Nise Halloween,6.96,https://myanimelist.net/anime/20039/Kill_Me_Baby__Butsuzou_Kegatte_Nise_Halloween
4243,Kyuuketsuhime Miyu,6.96,https://myanimelist.net/anime/1384/Kyuuketsuhime_Miyu
4244,Leo,6.96,https://myanimelist.net/anime/43522/Leo
4245,Mahou Shoujo Ikusei Keikaku,6.96,https://myanimelist.net/anime/33003/Mahou_Shoujo_Ikusei_Keikaku
4246,Maria†Holic Alive,6.96,https://myanimelist.net/anime/9712/Maria†Holic_Alive
4247,Masuda Kousuke Gekijou Gag Manga Biyori +,6.96,https://myanimelist.net/anime/7761/Masuda_Kousuke_Gekijou_Gag_Manga_Biyori__
4248,Midori no Makibao,6.96,https://myanimelist.net/anime/3550/Midori_no_Makibao
4249,Munto: Toki no Kabe wo Koete,6.96,https://myanimelist.net/anime/1135/Munto__Toki_no_Kabe_wo_Koete
4250,Murenase! Seton Gakuen,6.96,https://myanimelist.net/anime/40483/Murenase_Seton_Gakuen
4251,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,6.96,https://myanimelist.net/anime/10659/Naruto_Soyokazeden_Movie__Naruto_to_Mashin_to_Mitsu_no_Onegai_Dattebayo
4252,Orenchi no Furo Jijou,6.96,https://myanimelist.net/anime/24211/Orenchi_no_Furo_Jijou
4253,Osake wa Fuufu ni Natte kara,6.96,https://myanimelist.net/anime/35484/Osake_wa_Fuufu_ni_Natte_kara
4254,Overlord: Ple Ple Pleiades,6.96,https://myanimelist.net/anime/31138/Overlord__Ple_Ple_Pleiades
4255,Porphy no Nagai Tabi,6.96,https://myanimelist.net/anime/3424/Porphy_no_Nagai_Tabi
4256,Precure Dream Stars! Movie,6.96,https://myanimelist.net/anime/34302/Precure_Dream_Stars_Movie
4257,Rinne no Lagrange Season 2,6.96,https://myanimelist.net/anime/12281/Rinne_no_Lagrange_Season_2
4258,Sakura Trick,6.96,https://myanimelist.net/anime/20047/Sakura_Trick
4259,Satsuriku no Tenshi,6.96,https://myanimelist.net/anime/35994/Satsuriku_no_Tenshi
4260,Seto no Hanayome Fan Disc,6.96,https://myanimelist.net/anime/5199/Seto_no_Hanayome_Fan_Disc
4261,Soukyuu no Fafner: Dead Aggressor - Exodus Special,6.96,https://myanimelist.net/anime/32034/Soukyuu_no_Fafner__Dead_Aggressor_-_Exodus_Special
4262,Starmyu in Halloween,6.96,https://myanimelist.net/anime/36537/Starmyu_in_Halloween
4263,Super Fishing Grander Musashi,6.96,https://myanimelist.net/anime/2415/Super_Fishing_Grander_Musashi
4264,Supernatural The Animation,6.96,https://myanimelist.net/anime/8986/Supernatural_The_Animation
4265,Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,6.96,https://myanimelist.net/anime/6312/Taiho_Shichau_zo__Full_Throttle_-_Watashitachi_no_Iru_Basho
4266,To Be Hero,6.96,https://myanimelist.net/anime/34009/To_Be_Hero
4267,Wu Shang Shen Di 2nd Season,6.96,https://myanimelist.net/anime/48956/Wu_Shang_Shen_Di_2nd_Season
4268,Yakusoku (2020),6.96,https://myanimelist.net/anime/43590/Yakusoku_2020
4269,Uchi Tama?! Uchi no Tama Shirimasen ka?,6.95,https://myanimelist.net/anime/39942/Uchi_Tama_Uchi_no_Tama_Shirimasen_ka
4270,Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,6.95,https://myanimelist.net/anime/2300/Uchuu_no_Kishi_Tekkaman_Blade_OVA__Twin_Blood
4271,Uchuu Senkan Yamato: Fukkatsu-hen,6.95,https://myanimelist.net/anime/7144/Uchuu_Senkan_Yamato__Fukkatsu-hen
4272,Yoshinaga-sanchi no Gargoyle,6.95,https://myanimelist.net/anime/965/Yoshinaga-sanchi_no_Gargoyle
4273,"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",6.95,https://myanimelist.net/anime/52046/Yuusha_Party_wo_Tsuihou_sareta_Beast_Tamer_Saikyoushu_no_Nekomimi_Shoujo_to_Deau
4274,.hack//Sign,6.95,https://myanimelist.net/anime/48/hack__Sign
4275,Aki no Kanade,6.95,https://myanimelist.net/anime/29513/Aki_no_Kanade
4276,Aoki Ryuusei SPT Layzner,6.95,https://myanimelist.net/anime/3079/Aoki_Ryuusei_SPT_Layzner
4277,Appleseed Alpha,6.95,https://myanimelist.net/anime/22677/Appleseed_Alpha
4278,Back Street Girls: Gokudolls,6.95,https://myanimelist.net/anime/36873/Back_Street_Girls__Gokudolls
4279,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,6.95,https://myanimelist.net/anime/31298/Baka_to_Test_to_Shoukanjuu__Matsuri_-_Sentakushi_Ikou_nomi
4280,Bessatsu Olympia Kyklos,6.95,https://myanimelist.net/anime/41266/Bessatsu_Olympia_Kyklos
4281,Bug tte Honey,6.95,https://myanimelist.net/anime/10210/Bug_tte_Honey
4282,Cardcaptor Sakura: Clear Card-hen Recap,6.95,https://myanimelist.net/anime/37595/Cardcaptor_Sakura__Clear_Card-hen_Recap
4283,Chobits Recap,6.95,https://myanimelist.net/anime/1311/Chobits_Recap
4284,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,6.95,https://myanimelist.net/anime/8358/Crayon_Shin-chan_Movie_01__Action_Kamen_vs_Haigure_Maou
4285,D.C.S.S: Da Capo Second Season,6.95,https://myanimelist.net/anime/291/DCSS__Da_Capo_Second_Season
4286,Digimon Savers,6.95,https://myanimelist.net/anime/859/Digimon_Savers
4287,Ensemble Stars!,6.95,https://myanimelist.net/anime/32212/Ensemble_Stars
4288,Ensemble Stars!! Road to Show!!,6.95,https://myanimelist.net/anime/50414/Ensemble_Stars_Road_to_Show
4289,Hajimete no Eigo: Nippon Mukashibanashi,6.95,https://myanimelist.net/anime/33335/Hajimete_no_Eigo__Nippon_Mukashibanashi
4290,Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,6.95,https://myanimelist.net/anime/43568/Hakumei_no_Tsubasa__Expansion_-_Hoshi_no_Matsuri
4291,Haru Dorobou,6.95,https://myanimelist.net/anime/48945/Haru_Dorobou
4292,Huyao Xiao Hongniang: Wei Sheng,6.95,https://myanimelist.net/anime/40806/Huyao_Xiao_Hongniang__Wei_Sheng
4293,Inazuma Eleven Go vs. Danball Senki W Movie,6.95,https://myanimelist.net/anime/15785/Inazuma_Eleven_Go_vs_Danball_Senki_W_Movie
4294,Inazuma Eleven: Chou Jigen Dream Match,6.95,https://myanimelist.net/anime/24347/Inazuma_Eleven__Chou_Jigen_Dream_Match
4295,Kishin Douji Zenki,6.95,https://myanimelist.net/anime/1573/Kishin_Douji_Zenki
4296,Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,6.95,https://myanimelist.net/anime/1631/Koukyoushihen_Eureka_Seven__Kinkyuu_Tokuban_Navigation_ray_out
4297,Love Live! School Idol Project Recap,6.95,https://myanimelist.net/anime/21853/Love_Live_School_Idol_Project_Recap
4298,Lupin III: Seven Days Rhapsody,6.95,https://myanimelist.net/anime/4851/Lupin_III__Seven_Days_Rhapsody
4299,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,6.95,https://myanimelist.net/anime/5019/Lupin_III__Sweet_Lost_Night_-_Mahou_no_Lamp_wa_Akumu_no_Yokan
4300,Made in Abyss: Retsujitsu no Ougonkyou - Papa to Issho,6.95,https://myanimelist.net/anime/52149/Made_in_Abyss__Retsujitsu_no_Ougonkyou_-_Papa_to_Issho
4301,Metal Fight Beyblade: Baku,6.95,https://myanimelist.net/anime/8410/Metal_Fight_Beyblade__Baku
4302,Monochrome Factor,6.95,https://myanimelist.net/anime/3656/Monochrome_Factor
4303,Muka Muka Paradise,6.95,https://myanimelist.net/anime/4086/Muka_Muka_Paradise
4304,Negima!?,6.95,https://myanimelist.net/anime/1546/Negima
4305,One Piece 3D: Mugiwara Chase,6.95,https://myanimelist.net/anime/9999/One_Piece_3D__Mugiwara_Chase
4306,Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,6.95,https://myanimelist.net/anime/1122/Pokemon_Movie_07__Rekkuu_no_Houmonsha_Deoxys
4307,Rilu Rilu Fairilu: Yousei no Door,6.95,https://myanimelist.net/anime/34754/Rilu_Rilu_Fairilu__Yousei_no_Door
4308,Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,6.95,https://myanimelist.net/anime/36692/Senki_Zesshou_Symphogear_AXZ__Senki_Zesshou_Shinai_Symphogear
4309,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",6.95,https://myanimelist.net/anime/44037/Shin_no_Nakama_ja_Nai_to_Yuusha_no_Party_wo_Oidasareta_node_Henkyou_de_Slow_Life_suru_Koto_ni_Shimashita
4310,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",6.95,https://myanimelist.net/anime/40586/Slime_Taoshite_300-nen_Shiranai_Uchi_ni_Level_Max_ni_Nattemashita
4311,Starmyu 3rd Season,6.95,https://myanimelist.net/anime/36536/Starmyu_3rd_Season
4312,Strike Witches,6.95,https://myanimelist.net/anime/3667/Strike_Witches
4313,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,6.95,https://myanimelist.net/anime/7014/Tezuka_Osamu_no_Buddha__Akai_Sabaku_yo_Utsukushiku
4314,Thermae Romae,6.95,https://myanimelist.net/anime/12321/Thermae_Romae
4315,Leadale no Daichi nite,6.94,https://myanimelist.net/anime/48239/Leadale_no_Daichi_nite
4316,Mahoromatic 2 End Year Special,6.94,https://myanimelist.net/anime/4997/Mahoromatic_2_End_Year_Special
4317,Mahou Sensei Negima!,6.94,https://myanimelist.net/anime/157/Mahou_Sensei_Negima
4318,Mai-Otome Specials,6.94,https://myanimelist.net/anime/1659/Mai-Otome_Specials
4319,Makiba no Shoujo Katri,6.94,https://myanimelist.net/anime/3162/Makiba_no_Shoujo_Katri
4320,Mushrambo,6.94,https://myanimelist.net/anime/1137/Mushrambo
4321,Oda Nobuna no Yabou Recap,6.94,https://myanimelist.net/anime/15719/Oda_Nobuna_no_Yabou_Recap
4322,Onegai My Melody Sukkiri♪,6.94,https://myanimelist.net/anime/5520/Onegai_My_Melody_Sukkiri♪
